step,sensor,pos_x,pos_y,pos_z,ori_l,ori_i,ori_j,ori_k,vel_a,vel_b,vel_c
231,DEPTH,-0.097371,2.941687,-2.239983,0.957866,0.026455,-0.011489,0.005681,-0.094483,2.597991,2.516808
232,IMU,-0.098317,2.967692,-2.214790,0.999530,0.027575,-0.012007,0.005912,-0.094778,2.602994,2.521795
233,IMU,-0.099262,2.993743,-2.189546,0.999532,0.027512,-0.012019,0.005934,-0.094286,2.607309,2.526958
234,IMU,-0.100211,3.019840,-2.164244,0.999532,0.027512,-0.012028,0.005916,-0.095439,2.612074,2.533485
235,DEPTH,-0.172291,3.073598,-2.168856,1.032642,0.016996,-0.021732,0.008490,-0.159575,2.658985,2.522355
236,IMU,-0.173887,3.100207,-2.143605,0.999606,0.016554,-0.021104,0.008229,-0.159745,2.662980,2.527949
237,IMU,-0.175487,3.126863,-2.118302,0.999607,0.016504,-0.021082,0.008303,-0.160278,2.668141,2.532609
238,IMU,-0.177093,3.153567,-2.092949,0.999606,0.016480,-0.021087,0.008407,-0.160952,2.672628,2.537970
239,DEPTH,-0.254271,3.205895,-2.097410,1.032390,0.006413,-0.031256,0.011043,-0.228238,2.717369,2.527314
240,IMU,-0.256552,3.233091,-2.072116,0.999464,0.006258,-0.030293,0.010732,-0.228052,2.721883,2.531514
241,IMU,-0.258836,3.260336,-2.046776,0.999467,0.006289,-0.030194,0.010655,-0.228818,2.726968,2.536587
242,IMU,-0.261127,3.287633,-2.021389,0.999465,0.006288,-0.030256,0.010673,-0.229380,2.732423,2.540860
243,DEPTH,-0.214861,3.258935,-2.018953,0.981205,0.011718,-0.024300,0.009150,-0.189855,2.708385,2.546636
244,IMU,-0.216764,3.286044,-1.993459,0.999581,0.011849,-0.024739,0.009294,-0.190884,2.713294,2.552218
245,IMU,-0.218678,3.313201,-1.967915,0.999581,0.011884,-0.024715,0.009209,-0.191868,2.718207,2.556580
246,IMU,-0.220600,3.340404,-1.942321,0.999582,0.011970,-0.024665,0.009216,-0.192480,2.722409,2.562189
247,DEPTH,-0.378152,3.429126,-1.949832,1.056864,-0.004548,-0.044505,0.014193,-0.324474,2.795290,2.544479
248,IMU,-0.381398,3.457100,-1.924365,0.999018,-0.004294,-0.041968,0.013571,-0.324626,2.799422,2.549040
249,IMU,-0.384647,3.485118,-1.898849,0.999020,-0.004273,-0.041926,0.013541,-0.325178,2.804238,2.554035
250,IMU,-0.387901,3.513185,-1.873289,0.999021,-0.004294,-0.041892,0.013582,-0.325775,2.809085,2.558091
251,DEPTH,-0.472123,3.556316,-1.876938,1.027246,-0.012203,-0.052250,0.016161,-0.394983,2.843844,2.549549
252,IMU,-0.476077,3.584778,-1.851422,0.998516,-0.011828,-0.050767,0.015735,-0.395675,2.848395,2.553688
253,IMU,-0.480038,3.613287,-1.825862,0.998512,-0.011796,-0.050834,0.015798,-0.396627,2.853443,2.558394
254,IMU,-0.484012,3.641840,-1.800253,0.998516,-0.011827,-0.050758,0.015769,-0.398031,2.857167,2.563275
255,DEPTH,-0.761623,3.770757,-1.811180,1.083983,-0.035114,-0.084080,0.024077,-0.621886,2.959122,2.537760
256,IMU,-0.767845,3.800375,-1.785783,0.996238,-0.032339,-0.077296,0.022136,-0.622466,2.964525,2.541659
257,IMU,-0.774075,3.830041,-1.760344,0.996233,-0.032281,-0.077388,0.022097,-0.623581,2.968644,2.546177
258,IMU,-0.780315,3.859750,-1.734864,0.996232,-0.032271,-0.077416,0.022085,-0.624355,2.973184,2.549856
259,DEPTH,-0.524356,3.753014,-1.725778,0.924550,-0.013266,-0.047453,0.014543,-0.421758,2.890313,2.571073
260,IMU,-0.528572,3.781936,-1.700048,0.998461,-0.014278,-0.051232,0.015736,-0.421496,2.894095,2.574904
261,IMU,-0.532791,3.810894,-1.674277,0.998460,-0.014252,-0.051234,0.015793,-0.422168,2.897651,2.579312
262,IMU,-0.537017,3.839892,-1.648461,0.998454,-0.014277,-0.051313,0.015881,-0.423037,2.901859,2.583810
263,DEPTH,-0.344646,3.767504,-1.642261,0.949235,-0.001565,-0.029407,0.010220,-0.273615,2.846679,2.598141
264,IMU,-0.347386,3.795989,-1.616261,0.999461,-0.001688,-0.030966,0.010724,-0.274367,2.850446,2.601866
265,IMU,-0.350131,3.824516,-1.590220,0.999462,-0.001752,-0.030924,0.010766,-0.274763,2.854893,2.606270
266,IMU,-0.352883,3.853082,-1.564136,0.999461,-0.001718,-0.030935,0.010840,-0.275564,2.858214,2.610527
267,DEPTH,-0.671399,3.961497,-1.573503,1.074046,-0.020511,-0.066273,0.020134,-0.518378,2.939342,2.589069
268,IMU,-0.676585,3.990910,-1.547593,0.997740,-0.019051,-0.061661,0.018705,-0.518752,2.943297,2.592990
269,IMU,-0.681777,4.020365,-1.521643,0.997744,-0.019022,-0.061612,0.018689,-0.519633,2.947764,2.596973
270,IMU,-0.686980,4.049864,-1.495653,0.997744,-0.018994,-0.061624,0.018685,-0.521022,2.952024,2.600950
271,DEPTH,-0.656393,4.040420,-1.494829,0.991172,-0.017379,-0.058316,0.017800,-0.498118,2.945082,2.602836
272,IMU,-0.661377,4.069890,-1.468779,0.997962,-0.017476,-0.058693,0.017953,-0.498627,2.948941,2.607105
273,IMU,-0.666368,4.099399,-1.442687,0.997959,-0.017429,-0.058754,0.017960,-0.499534,2.952780,2.611317
274,IMU,-0.671370,4.128945,-1.416553,0.997958,-0.017318,-0.058833,0.017874,-0.500930,2.956437,2.615456
275,DEPTH,-0.309440,4.027994,-1.407612,0.926904,-0.000277,-0.020615,0.007531,-0.234631,2.883519,2.635823
276,IMU,-0.311785,4.056845,-1.381235,0.999720,-0.000344,-0.022222,0.008077,-0.234431,2.886822,2.639719
277,IMU,-0.314135,4.085732,-1.354819,0.999719,-0.000214,-0.022276,0.008153,-0.235451,2.890434,2.643452
278,IMU,-0.316488,4.114658,-1.328367,0.999719,-0.000279,-0.022287,0.008112,-0.235128,2.894737,2.646912
279,DEPTH,-0.430631,4.143506,-1.330964,1.020252,-0.005091,-0.034070,0.011319,-0.317605,2.915208,2.641081
280,IMU,-0.433811,4.172678,-1.304532,0.999365,-0.005011,-0.033466,0.011118,-0.318369,2.919051,2.645303
281,IMU,-0.436995,4.201890,-1.278059,0.999365,-0.005068,-0.033477,0.011116,-0.318369,2.923406,2.649261
282,IMU,-0.440179,4.231144,-1.251548,0.999366,-0.004996,-0.033456,0.011075,-0.318432,2.927488,2.652903
283,DEPTH,-0.187287,4.172533,-1.246181,0.957196,0.004666,-0.007937,0.004074,-0.138807,2.886592,2.664819
284,IMU,-0.188675,4.201421,-1.219511,0.999945,0.004885,-0.008244,0.004204,-0.138834,2.891010,2.668999
285,IMU,-0.190066,4.230348,-1.192807,0.999946,0.004886,-0.008199,0.004159,-0.139393,2.894366,2.671895
286,IMU,-0.191459,4.259310,-1.166069,0.999946,0.004827,-0.008244,0.004188,-0.139134,2.897938,2.675751
287,DEPTH,-0.578353,4.342589,-1.173829,1.060491,-0.008749,-0.046393,0.014762,-0.409208,2.955071,2.658815
288,IMU,-0.582450,4.372159,-1.147223,0.998913,-0.008263,-0.043751,0.013806,-0.410135,2.958888,2.662303
289,IMU,-0.586555,4.401767,-1.120583,0.998915,-0.008244,-0.043728,0.013730,-0.410830,2.962758,2.665815
290,IMU,-0.590665,4.431416,-1.093905,0.998915,-0.008313,-0.043697,0.013793,-0.411235,2.966973,2.669687
291,DEPTH,-0.581602,4.429596,-1.093732,0.997578,-0.008020,-0.042823,0.013550,-0.405012,2.965745,2.670062
292,IMU,-0.585655,4.459270,-1.067011,0.998958,-0.008074,-0.042806,0.013591,-0.405563,2.969026,2.674154
293,IMU,-0.589713,4.488982,-1.040255,0.998960,-0.008132,-0.042732,0.013686,-0.406010,2.973391,2.677156
294,IMU,-0.593771,4.518734,-1.013469,0.998960,-0.008032,-0.042757,0.013674,-0.405629,2.977042,2.680040
295,DEPTH,-0.599942,4.519892,-1.013581,0.999819,-0.008217,-0.043339,0.013838,-0.409796,2.977811,2.679800
296,IMU,-0.604049,4.549686,-0.986767,0.998933,-0.008267,-0.043282,0.013813,-0.411549,2.980939,2.683022
297,IMU,-0.608166,4.579510,-0.959923,0.998935,-0.008234,-0.043251,0.013774,-0.411889,2.983822,2.685644
298,IMU,-0.612289,4.609363,-0.933052,0.998936,-0.008268,-0.043261,0.013695,-0.412642,2.986934,2.688663
299,DEPTH,-0.864296,4.653518,-0.937420,1.032057,-0.015248,-0.066522,0.020299,-0.579964,3.015728,2.679396
300,IMU,-0.870101,4.683688,-0.910614,0.997628,-0.014761,-0.064321,0.019582,-0.580906,3.018330,2.681886
301,IMU,-0.875915,4.713887,-0.883782,0.997623,-0.014730,-0.064410,0.019568,-0.581979,3.021480,2.684420
302,IMU,-0.881742,4.744118,-0.856926,0.997622,-0.014683,-0.064437,0.019565,-0.583454,3.024562,2.686877
303,DEPTH,-1.155118,4.788492,-0.861429,1.031286,-0.021631,-0.089190,0.026585,-0.761930,3.052972,2.677341
304,IMU,-1.162740,4.819033,-0.834642,0.995738,-0.020837,-0.086118,0.025602,-0.762518,3.055185,2.680127
305,IMU,-1.170374,4.849598,-0.807823,0.995737,-0.020849,-0.086131,0.025586,-0.764282,3.057838,2.683578
306,IMU,-1.178017,4.880189,-0.780972,0.995734,-0.020900,-0.086162,0.025540,-0.764348,3.060383,2.686604
307,DEPTH,-1.417580,4.915800,-0.784698,1.023094,-0.026428,-0.107481,0.031525,-0.918258,3.082804,2.678785
308,IMU,-1.426769,4.946641,-0.757898,0.993736,-0.025609,-0.104385,0.030600,-0.919444,3.085480,2.681275
309,IMU,-1.435971,4.977512,-0.731069,0.993741,-0.025630,-0.104366,0.030493,-0.920941,3.088770,2.684388
310,IMU,-1.445184,5.008409,-0.704218,0.993747,-0.025647,-0.104348,0.030352,-0.921664,3.090607,2.685982
311,DEPTH,-1.621642,5.032239,-0.706801,1.012318,-0.029316,-0.119782,0.034642,-1.033195,3.105336,2.680564
312,IMU,-1.631977,5.063308,-0.679981,0.992080,-0.028542,-0.117482,0.034062,-1.033915,3.108477,2.683409
313,IMU,-1.642325,5.094409,-0.653137,0.992074,-0.028605,-0.117505,0.034118,-1.035601,3.111727,2.685515
314,IMU,-1.652686,5.125542,-0.626269,0.992070,-0.028544,-0.117537,0.034164,-1.036681,3.114966,2.688004
315,DEPTH,-1.696955,5.130925,-0.626877,0.996333,-0.029368,-0.121342,0.035217,-1.064223,3.118231,2.686723
316,IMU,-1.707600,5.162124,-0.599998,0.991634,-0.029280,-0.120722,0.035087,-1.064698,3.121571,2.689046
317,IMU,-1.718253,5.193355,-0.573096,0.991627,-0.029263,-0.120779,0.035095,-1.065881,3.124717,2.691307
318,IMU,-1.728914,5.224615,-0.546166,0.991625,-0.029223,-0.120787,0.035158,-1.066293,3.127173,2.694770
319,DEPTH,-2.105003,5.265531,-0.551011,1.024643,-0.035462,-0.152503,0.043973,-1.296695,3.151558,2.684631
320,IMU,-2.117973,5.297059,-0.524157,0.987624,-0.034163,-0.147089,0.042387,-1.297392,3.154059,2.686137
321,IMU,-2.130952,5.328614,-0.497283,0.987631,-0.034104,-0.147050,0.042409,-1.298262,3.156981,2.688638
322,IMU,-2.143936,5.360200,-0.470384,0.987623,-0.034113,-0.147097,0.042413,-1.298627,3.160096,2.691146
323,DEPTH,-1.926269,5.339042,-0.467747,0.970195,-0.030897,-0.129122,0.037338,-1.167338,3.147721,2.696622
324,IMU,-1.937942,5.370534,-0.440772,0.990035,-0.031509,-0.131838,0.038161,-1.167178,3.150759,2.698511
325,IMU,-1.949613,5.402051,-0.413781,0.990036,-0.031541,-0.131810,0.038216,-1.167168,3.152667,2.699624
326,IMU,-1.961288,5.433590,-0.386773,0.990027,-0.031666,-0.131846,0.038224,-1.167837,3.155100,2.701970
327,DEPTH,-2.274085,5.460902,-0.390360,1.013017,-0.035816,-0.157056,0.045586,-1.353535,3.170776,2.694665
328,IMU,-2.287624,5.492623,-0.363404,0.986628,-0.034857,-0.152931,0.044297,-1.354219,3.173522,2.696620
329,IMU,-2.301173,5.524370,-0.336423,0.986622,-0.034900,-0.152959,0.044302,-1.355590,3.175783,2.699578
330,IMU,-2.314739,5.556141,-0.309413,0.986622,-0.034905,-0.152947,0.044336,-1.357588,3.178510,2.702287
331,DEPTH,-2.714167,5.587350,-0.313755,1.013547,-0.039648,-0.184343,0.053846,-1.591257,3.196038,2.693370
332,IMU,-2.730084,5.619324,-0.286812,0.981802,-0.038330,-0.178561,0.052073,-1.592163,3.198758,2.695338
333,IMU,-2.746011,5.651320,-0.259846,0.981808,-0.038328,-0.178543,0.052029,-1.593275,3.200425,2.697783
334,IMU,-2.761949,5.683341,-0.232856,0.981813,-0.038353,-0.178529,0.051958,-1.594242,3.203839,2.700314
335,DEPTH,-2.248753,5.648034,-0.227589,0.950410,-0.032975,-0.139139,0.039653,-1.298379,3.184449,2.711138
336,IMU,-2.261740,5.679892,-0.200467,0.988033,-0.034332,-0.144594,0.041297,-1.299020,3.187062,2.713132
337,IMU,-2.274739,5.711778,-0.173328,0.988031,-0.034352,-0.144599,0.041293,-1.300896,3.190111,2.714855
338,IMU,-2.287752,5.743691,-0.146167,0.988028,-0.034452,-0.144609,0.041248,-1.301676,3.192484,2.717323
339,DEPTH,-1.862423,5.718203,-0.142045,0.964518,-0.030536,-0.112731,0.030971,-1.060075,3.178852,2.725840
340,IMU,-1.873028,5.749996,-0.114777,0.992235,-0.031456,-0.116056,0.031797,-1.060803,3.179801,2.727760
341,IMU,-1.883640,5.781803,-0.087494,0.992236,-0.031475,-0.116049,0.031789,-1.061607,3.181562,2.728888
342,IMU,-1.894260,5.813627,-0.060197,0.992239,-0.031433,-0.116020,0.031843,-1.062568,3.183163,2.730605
343,DEPTH,-1.435802,5.789933,-0.055993,0.969412,-0.027749,-0.082400,0.020749,-0.806135,3.170856,2.739251
344,IMU,-1.443864,5.821658,-0.028591,0.995787,-0.028468,-0.084527,0.021283,-0.806175,3.174130,2.741100
345,IMU,-1.451928,5.853413,-0.001170,0.995785,-0.028401,-0.084574,0.021256,-0.806601,3.176689,2.743223
346,IMU,-1.459992,5.885195,0.026275,0.995782,-0.028308,-0.084656,0.021239,-0.806340,3.179841,2.745665
347,DEPTH,-1.706140,5.896152,0.024126,1.006876,-0.030035,-0.102324,0.027201,-0.942065,3.185388,2.741330
348,IMU,-1.715567,5.928015,0.051551,0.994081,-0.029613,-0.101025,0.026839,-0.943218,3.187273,2.743799
349,IMU,-1.725005,5.959899,0.079000,0.994098,-0.029607,-0.100885,0.026752,-0.944478,3.189640,2.746034
350,IMU,-1.734457,5.991809,0.106470,0.994103,-0.029579,-0.100831,0.026771,-0.945949,3.192169,2.747849
351,DEPTH,-1.438022,5.980503,0.108946,0.981967,-0.027759,-0.079993,0.019598,-0.784794,3.186658,2.752892
352,IMU,-1.445874,6.012384,0.136486,0.996106,-0.028060,-0.081187,0.019871,-0.785716,3.189491,2.754991
353,IMU,-1.453737,6.044294,0.164047,0.996106,-0.028056,-0.081182,0.019899,-0.786688,3.192416,2.757295
354,IMU,-1.461606,6.076228,0.191628,0.996113,-0.028061,-0.081116,0.019772,-0.787195,3.194495,2.758791
355,DEPTH,-0.501602,6.045487,0.199312,0.960599,-0.022965,-0.014857,-0.003262,-0.272595,3.180125,2.774401
356,IMU,-0.504326,6.077300,0.227063,0.999589,-0.023888,-0.015510,-0.003338,-0.272048,3.182444,2.775828
357,IMU,-0.507045,6.109140,0.254828,0.999589,-0.023906,-0.015489,-0.003342,-0.271843,3.185631,2.777150
358,IMU,-0.509763,6.141010,0.282609,0.999588,-0.023905,-0.015520,-0.003396,-0.271771,3.188338,2.779212
359,DEPTH,0.100492,6.124588,0.287326,0.978985,-0.021076,0.025831,-0.017933,0.050748,3.180940,2.788495
360,IMU,0.100997,6.156408,0.315221,0.999254,-0.021422,0.026399,-0.018320,0.050245,3.182996,2.790600
361,IMU,0.101502,6.188248,0.343135,0.999253,-0.021439,0.026421,-0.018316,0.050731,3.184996,2.792106
362,IMU,0.102007,6.220103,0.371060,0.999254,-0.021505,0.026389,-0.018216,0.050251,3.186197,2.793049
363,DEPTH,-0.183254,6.226579,0.368915,1.008150,-0.022674,0.007402,-0.011476,-0.098373,3.188982,2.788928
364,IMU,-0.184233,6.258474,0.396811,0.999656,-0.022498,0.007292,-0.011353,-0.097415,3.190145,2.790193
365,IMU,-0.185208,6.290384,0.424722,0.999656,-0.022455,0.007297,-0.011432,-0.097628,3.191767,2.791988
366,IMU,-0.186180,6.322317,0.452649,0.999656,-0.022430,0.007325,-0.011423,-0.096777,3.194854,2.793430
367,DEPTH,-0.155911,6.321734,0.452872,0.998774,-0.022319,0.009304,-0.012133,-0.081224,3.194613,2.793840
368,IMU,-0.156724,6.353689,0.480824,0.999633,-0.022380,0.009285,-0.012150,-0.081447,3.196423,2.796539
369,IMU,-0.157537,6.385664,0.508793,0.999634,-0.022326,0.009298,-0.012081,-0.081150,3.198552,2.797302
370,IMU,-0.158343,6.417661,0.536776,0.999634,-0.022391,0.009235,-0.012065,-0.079912,3.200925,2.799209
371,DEPTH,0.037707,6.414412,0.538199,0.994210,-0.021737,0.021820,-0.016639,0.019477,3.199630,2.801721
372,IMU,0.037901,6.446417,0.566224,0.999381,-0.021875,0.021871,-0.016730,0.019199,3.201351,2.803181
373,IMU,0.038091,6.478444,0.594268,0.999381,-0.021866,0.021922,-0.016722,0.018828,3.204147,2.805722
374,IMU,0.038280,6.510495,0.622331,0.999382,-0.021902,0.021860,-0.016671,0.018914,3.206050,2.806762
375,DEPTH,-1.181952,6.528165,0.613546,1.031857,-0.025675,-0.055034,0.011684,-0.591540,3.212736,2.791625
376,IMU,-1.187872,6.560301,0.641474,0.998208,-0.024799,-0.053288,0.011226,-0.592321,3.214404,2.793871
377,IMU,-1.193794,6.592454,0.669420,0.998211,-0.024816,-0.053230,0.011192,-0.592097,3.216246,2.795347
378,IMU,-1.199715,6.624625,0.697384,0.998216,-0.024856,-0.053147,0.011101,-0.592094,3.217859,2.797497
379,DEPTH,-0.678078,6.618077,0.701112,0.984810,-0.023364,-0.020844,-0.000935,-0.334473,3.215521,2.803771
380,IMU,-0.681429,6.650239,0.729161,0.999493,-0.023742,-0.021214,-0.000958,-0.335794,3.216899,2.806063
381,IMU,-0.684791,6.682422,0.757233,0.999493,-0.023708,-0.021255,-0.000959,-0.336491,3.219798,2.808268
382,IMU,-0.688155,6.714631,0.785327,0.999491,-0.023763,-0.021257,-0.000986,-0.336432,3.221989,2.810470
383,DEPTH,-1.440442,6.722599,0.779991,1.018103,-0.025744,-0.067111,0.016179,-0.703367,3.224572,2.801562
384,IMU,-1.447477,6.754851,0.808014,0.997383,-0.025260,-0.065854,0.015909,-0.703686,3.225722,2.803130
385,IMU,-1.454516,6.787120,0.836053,0.997378,-0.025251,-0.065917,0.015926,-0.704132,3.228129,2.804669
386,IMU,-1.461554,6.819407,0.864108,0.997375,-0.025312,-0.065954,0.015877,-0.703434,3.229285,2.806278
387,DEPTH,-0.389445,6.810041,0.871660,0.971804,-0.022709,-0.001593,-0.008291,-0.187193,3.226561,2.818534
388,IMU,-0.391314,6.842313,0.899855,0.999689,-0.023344,-0.001651,-0.008569,-0.186615,3.227804,2.820500
389,IMU,-0.393177,6.874596,0.928067,0.999689,-0.023342,-0.001645,-0.008579,-0.186067,3.228803,2.821741
390,IMU,-0.395036,6.906889,0.956292,0.999688,-0.023441,-0.001640,-0.008484,-0.185606,3.229772,2.823352
391,DEPTH,-0.752691,6.909522,0.953780,1.008025,-0.024259,-0.022739,-0.000459,-0.355624,3.230476,2.819459
392,IMU,-0.756248,6.941837,0.981983,0.999456,-0.024040,-0.022562,-0.000436,-0.355816,3.232491,2.821021
393,IMU,-0.759808,6.974167,1.010201,0.999457,-0.024029,-0.022523,-0.000458,-0.356284,3.233550,2.822538
394,IMU,-0.763371,7.006505,1.038433,0.999460,-0.023918,-0.022542,-0.000492,-0.356340,3.234101,2.824039
395,DEPTH,-0.281151,7.003488,1.041817,0.988386,-0.022869,0.005396,-0.011288,-0.129988,3.233412,2.829177
396,IMU,-0.282450,7.035832,1.070118,0.999651,-0.023186,0.005499,-0.011420,-0.129750,3.235505,2.830946
397,IMU,-0.283748,7.068196,1.098437,0.999653,-0.023156,0.005459,-0.011295,-0.129887,3.237164,2.832914
398,IMU,-0.285044,7.100577,1.126772,0.999653,-0.023184,0.005477,-0.011249,-0.129302,3.239102,2.834075
399,DEPTH,-0.196198,7.100104,1.127396,0.997633,-0.022998,0.010534,-0.013232,-0.088104,3.239008,2.834990
400,IMU,-0.197080,7.132505,1.155753,0.999591,-0.023042,0.010482,-0.013322,-0.088280,3.241193,2.836509
401,IMU,-0.197962,7.164924,1.184128,0.999592,-0.022959,0.010397,-0.013410,-0.088308,3.242629,2.838340
402,IMU,-0.198843,7.197355,1.212512,0.999592,-0.022952,0.010436,-0.013417,-0.087861,3.243628,2.838648
403,DEPTH,-0.243902,7.197567,1.212195,1.000617,-0.023043,0.007916,-0.012414,-0.108497,3.243664,2.838195
404,IMU,-0.244986,7.230009,1.240583,0.999625,-0.023129,0.007921,-0.012329,-0.108380,3.244610,2.839413
405,IMU,-0.246075,7.262462,1.268989,0.999626,-0.023115,0.007920,-0.012313,-0.109299,3.246173,2.841733
406,IMU,-0.247164,7.294933,1.297411,0.999626,-0.023065,0.007893,-0.012352,-0.108582,3.247906,2.842702
407,DEPTH,-0.445775,7.295777,1.296003,1.004168,-0.023466,-0.003021,-0.007940,-0.198448,3.248031,2.840745
408,IMU,-0.447760,7.328264,1.324414,0.999690,-0.023419,-0.002984,-0.007933,-0.198502,3.249270,2.841481
409,IMU,-0.449744,7.360763,1.352835,0.999689,-0.023436,-0.002992,-0.007922,-0.198336,3.250555,2.842746
410,IMU,-0.451729,7.393277,1.381269,0.999688,-0.023534,-0.002957,-0.007883,-0.198743,3.252221,2.843990
411,DEPTH,-0.742320,7.394442,1.379194,1.006414,-0.024121,-0.018649,-0.001443,-0.328634,3.252376,2.841167
412,IMU,-0.745606,7.426972,1.407609,0.999540,-0.023976,-0.018508,-0.001436,-0.328687,3.253550,2.841823
413,IMU,-0.748892,7.459513,1.436032,0.999540,-0.023924,-0.018581,-0.001482,-0.328454,3.254830,2.842799
414,IMU,-0.752178,7.492071,1.464462,0.999543,-0.023844,-0.018538,-0.001427,-0.328799,3.256674,2.843280
415,DEPTH,-0.716949,7.491935,1.464716,0.998715,-0.023773,-0.016668,-0.002206,-0.313245,3.256656,2.843617
416,IMU,-0.720083,7.524508,1.493154,0.999575,-0.023764,-0.016719,-0.002216,-0.313411,3.257908,2.844105
417,IMU,-0.723216,7.557098,1.521602,0.999575,-0.023714,-0.016788,-0.002206,-0.313255,3.260098,2.845322
418,IMU,-0.726352,7.589705,1.550061,0.999574,-0.023705,-0.016882,-0.002248,-0.314028,3.261365,2.846620
419,DEPTH,-0.481606,7.588774,1.551841,0.993722,-0.023206,-0.004104,-0.007638,-0.207239,3.261251,2.848951
420,IMU,-0.483677,7.621391,1.580332,0.999690,-0.023365,-0.004076,-0.007616,-0.206893,3.262158,2.849184
421,IMU,-0.485748,7.654024,1.608828,0.999691,-0.023299,-0.004147,-0.007585,-0.207301,3.264328,2.850135
422,IMU,-0.487821,7.686674,1.637337,0.999693,-0.023252,-0.004148,-0.007492,-0.207309,3.265643,2.851549
423,DEPTH,-0.116832,7.685271,1.640061,0.990657,-0.022484,0.014919,-0.015619,-0.047345,3.265462,2.855039
424,IMU,-0.117308,7.717933,1.668619,0.999507,-0.022608,0.015096,-0.015722,-0.047809,3.266924,2.856512
425,IMU,-0.117785,7.750612,1.697188,0.999505,-0.022727,0.015078,-0.015675,-0.047493,3.268864,2.857294
426,IMU,-0.118253,7.783309,1.725765,0.999504,-0.022757,0.015074,-0.015686,-0.046287,3.270428,2.858049
427,DEPTH,0.647778,7.780311,1.731457,0.980407,-0.021136,0.053858,-0.032344,0.280220,3.269943,2.865102
428,IMU,0.650582,7.813018,1.760109,0.997720,-0.021407,0.054869,-0.032942,0.280542,3.271349,2.865213
429,IMU,0.653392,7.845739,1.788763,0.997722,-0.021328,0.054952,-0.032791,0.281454,3.272857,2.865643
430,IMU,0.656206,7.878470,1.817424,0.997715,-0.021431,0.054991,-0.032889,0.281233,3.273309,2.866521
431,DEPTH,0.831765,7.877618,1.818755,0.993131,-0.021035,0.063716,-0.036716,0.355179,3.273115,2.868118
432,IMU,0.835318,7.910356,1.847438,0.997055,-0.021096,0.063831,-0.036891,0.355398,3.274583,2.868465
433,IMU,0.838873,7.943107,1.876127,0.997058,-0.021062,0.063804,-0.036897,0.355606,3.275536,2.869253
434,IMU,0.842429,7.975868,1.904828,0.997053,-0.021025,0.063844,-0.036971,0.355613,3.276694,2.871096
435,DEPTH,0.479069,7.978120,1.902004,1.007077,-0.021904,0.046118,-0.029026,0.204288,3.277322,2.867793
436,IMU,0.481112,8.010900,1.930689,0.998303,-0.021792,0.045735,-0.028723,0.204212,3.278700,2.869213
437,IMU,0.483156,8.043694,1.959387,0.998303,-0.021839,0.045748,-0.028648,0.204571,3.280160,2.870283
438,IMU,0.485203,8.076499,1.988093,0.998301,-0.021832,0.045761,-0.028708,0.204918,3.280854,2.870929
439,DEPTH,1.108214,8.071574,1.993077,0.980020,-0.020186,0.075607,-0.042353,0.461506,3.279293,2.876611
